YearValue,HydroID,Atm,Min,Man,Fix,Soil,Sd,Ps
2013,363243,18.626,59.922,55.317,6.07,5.412,1.997,0.32
2014,363243,16.506,65.609,48.25,5.96,5.412,1.865,0.213
2015,363243,16.054,64.111,57.367,6.48,5.412,1.733,0.107
2016,363243,14.867,64.206,57.453,6.49,5.412,1.601,0
2017,363243,14.836,52.987,73.593,6.498,5.412,1.601,0
2018,363243,18.204,52.987,73.593,6.498,5.412,1.601,0
1990,363277,16.068,73.185,55.658,7.574,5.488,2.882,1.695
1991,363277,16.068,73.663,52.897,7.519,5.488,2.835,1.575
1992,363277,16.068,68.944,56.01,7.595,5.488,2.788,1.454
1993,363277,16.068,62.638,51.707,7.467,5.488,2.742,1.333
1994,363277,16.068,61.766,52.587,7.523,5.488,2.695,1.212
1995,363277,16.068,63.188,56.681,7.367,5.488,2.649,1.092
1996,363277,16.068,68.379,59.167,7.428,5.468,2.508,1.311
1997,363277,16.068,72.965,53.887,8.054,5.468,2.368,1.53
1998,363277,16.068,74,52.447,8.25,5.468,2.228,1.749
1999,363277,16.068,73.176,49.277,7.993,5.468,2.088,1.968
2000,363277,16.068,79.433,47.743,8.184,5.468,1.947,2.187
2001,363277,14.847,78.285,45.135,8.57,5.468,2.038,2.142
2002,363277,16.007,72.595,48.698,8.494,5.468,2.129,2.098
2003,363277,15.133,71.384,49.822,8.764,5.468,2.22,2.053
2004,363277,14.809,66.936,46.7,7.743,5.064,2.31,2.009
2007,362840,0.033,0,0,0,0,0.005,0
2008,362840,0.029,0,0,0,0,0.006,0
2009,362840,0.03,0,0,0,0,0.006,0
2010,362840,0.03,0,0,0,0,0.006,0
2011,362840,0.029,0,0,0,0,0.006,0
2012,362840,0.025,0,0,0,0,0.006,0
2013,362840,0.03,0,0,0,0,0.006,0
2014,362840,0.027,0,0,0,0,0.006,0
2015,362840,0.028,0,0,0,0,0.006,0
2016,362840,0.025,0,0,0,0,0.006,0
2017,362840,0.024,0,0,0,0,0.006,0
2018,362840,0.03,0,0,0,0,0.006,0
1990,362855,2.383,7.361,5.598,0.762,0.552,0.294,0.502
1991,362855,2.383,7.409,5.321,0.756,0.552,0.301,0.496
1992,362855,2.383,6.935,5.634,0.764,0.552,0.309,0.489
1993,362855,2.383,6.3,5.201,0.751,0.552,0.316,0.483
1994,362855,2.383,6.213,5.289,0.757,0.552,0.323,0.477
1995,362855,2.383,6.356,5.701,0.741,0.552,0.331,0.47
1996,362855,2.383,6.903,5.973,0.75,0.552,0.337,0.491
1997,362855,2.383,7.366,5.44,0.813,0.552,0.342,0.512
1998,362855,2.383,7.47,5.295,0.833,0.552,0.348,0.533
1999,362855,2.383,7.387,4.975,0.807,0.552,0.354,0.554
2000,362855,2.383,8.019,4.82,0.826,0.552,0.36,0.575
2001,362855,2.267,7.903,4.556,0.865,0.552,0.384,0.543
2002,362855,2.391,7.329,4.916,0.857,0.552,0.408,0.512
2003,362855,2.223,7.206,5.03,0.885,0.552,0.432,0.481
2004,362855,2.261,7.296,5.091,0.844,0.552,0.456,0.449
2001,363116,32.538,169.456,97.7,18.552,11.836,5.871,4.47
2002,363116,34.897,157.139,105.412,18.386,11.836,5.662,4.656
2003,363116,32.933,154.518,107.845,18.97,11.836,5.453,4.842
2004,363116,32.413,152.483,106.384,17.639,11.536,5.244,5.028
2005,363116,30.539,146.155,107.686,16.978,11.536,5.034,5.213
2006,363116,35.123,127.108,113.592,17.175,11.536,5.295,5.183
2007,363116,32.457,127.674,112.396,13.748,11.536,5.556,5.153
2008,363116,28.924,126.702,116.275,13.581,11.536,5.817,5.123
2009,363116,29.728,107.322,130.264,15.691,11.536,6.077,5.093
2010,363116,30.016,111.545,118.879,16.997,10.908,6.338,5.062
2011,363116,28.731,116.805,115.954,12.356,10.908,5.59,4.499
2012,363116,25.382,130.607,107.905,12.229,10.908,4.841,3.936
2013,363116,30.263,120.773,111.493,12.235,10.908,4.093,3.373
2014,363116,27.457,132.237,97.248,12.013,10.908,3.345,2.81
2015,363116,27.763,129.217,115.625,13.061,10.908,2.596,2.247
2016,363116,25.809,129.077,115.5,13.047,10.88,1.848,1.684
2017,363116,24.265,106.522,147.948,13.062,10.88,1.848,1.684
2018,363116,30.653,106.522,147.948,13.062,10.88,1.848,1.684
1990,363160,61.897,233.903,177.887,24.207,17.54,2.632,0.6
1991,363160,61.897,235.432,169.061,24.03,17.54,2.711,0.567
1992,363160,61.897,220.348,179.012,24.275,17.54,2.791,0.533
1993,363160,61.897,200.197,165.258,23.864,17.54,2.871,0.5
1994,363160,61.897,197.407,168.07,24.044,17.54,2.95,0.467
1995,363160,61.897,201.954,181.157,23.546,17.54,3.03,0.433
1996,363160,61.897,219.243,189.706,23.816,17.532,3.094,0.587
1997,363160,61.897,233.947,172.778,25.822,17.532,3.158,0.74
1998,363160,61.897,237.267,168.161,26.451,17.532,3.222,0.894
1999,362499,0.039,0.161,0.108,0.018,0.012,0.002,0
2000,362499,0.039,0.174,0.105,0.018,0.012,0.002,0
2001,362499,0.037,0.172,0.099,0.019,0.012,0.001,0.001
2002,362499,0.038,0.159,0.107,0.019,0.012,0.001,0.001
2003,362499,0.034,0.157,0.109,0.019,0.012,0.001,0.002
2004,362499,0.034,0.159,0.111,0.018,0.012,0,0.002
2005,362499,0.032,0.152,0.112,0.018,0.012,0,0.003
2006,362499,0.037,0.132,0.118,0.018,0.012,0,0.002
2007,362499,0.036,0.133,0.117,0.014,0.012,0.001,0.002
2008,362499,0.032,0.132,0.121,0.014,0.012,0.001,0.001
2009,362499,0.033,0.112,0.136,0.016,0.012,0.002,0.001
2010,362499,0.032,0.123,0.131,0.019,0.012,0.002,0
2011,362499,0.03,0.128,0.128,0.014,0.012,0.002,0
2012,362499,0.029,0.144,0.119,0.013,0.012,0.002,0
2013,362499,0.035,0.133,0.123,0.013,0.012,0.002,0
2014,362499,0.03,0.145,0.107,0.013,0.012,0.002,0
2015,362499,0.031,0.142,0.127,0.014,0.012,0.002,0
2016,362499,0.028,0.142,0.127,0.014,0.012,0.002,0
2017,362499,0.028,0.117,0.163,0.014,0.012,0.002,0
2018,362499,0.034,0.117,0.163,0.014,0.012,0.002,0
1990,362500,37.77,131.594,100.079,13.619,9.868,4.781,3.996
1991,362500,37.77,132.454,95.114,13.519,9.868,5.168,3.416
1992,362500,37.77,123.968,100.712,13.657,9.868,5.555,2.837
1993,362500,37.77,112.631,92.974,13.426,9.868,5.942,2.258
1994,362500,37.77,111.061,94.556,13.527,9.868,6.329,1.679
1995,362500,37.77,113.619,101.919,13.247,9.868,6.716,1.1
1996,362500,37.77,123.302,106.691,13.394,9.86,6.768,1.283
2007,363618,12.284,38.515,33.906,4.147,3.48,1.154,0.309
2008,363618,11.208,38.222,35.076,4.097,3.48,1.185,0.268
2009,363618,10.793,32.375,39.296,4.733,3.48,1.215,0.226
2010,363618,10.375,35.382,37.708,5.391,3.46,1.246,0.185
2011,363618,10.145,37.05,36.78,3.919,3.46,1.231,0.154
2012,363618,10.184,41.428,34.227,3.879,3.46,1.216,0.123
2013,363618,11.994,38.309,35.365,3.881,3.46,1.202,0.093
2014,363618,10.709,41.945,30.847,3.811,3.46,1.187,0.062
2015,363618,10.371,40.987,36.676,4.143,3.46,1.173,0.031
2016,363618,9.491,41.048,36.731,4.149,3.46,1.158,0
2017,363618,9.593,33.875,47.05,4.154,3.46,1.158,0
2018,363618,11.679,33.875,47.05,4.154,3.46,1.158,0
1990,363644,12.608,49.821,37.89,5.156,3.736,0.783,0
1991,363644,12.608,50.147,36.01,5.118,3.736,0.794,0
1992,363644,12.608,46.934,38.129,5.171,3.736,0.805,0
1993,363644,12.608,42.642,35.2,5.083,3.736,0.817,0
1994,363644,12.608,42.047,35.799,5.121,3.736,0.828,0
1995,363644,12.608,43.016,38.586,5.015,3.736,0.839,0
1996,363644,12.608,46.72,40.426,5.075,3.736,0.886,0
1997,363644,12.608,49.853,36.818,5.503,3.736,0.932,0
1998,363644,12.608,50.561,35.834,5.637,3.736,0.978,0
1999,363644,12.608,49.998,33.668,5.461,3.736,1.024,0
2000,363644,12.608,54.273,32.62,5.592,3.736,1.07,0
2001,363644,11.755,53.488,30.839,5.856,3.736,1.023,0.077
2002,363644,12.2,49.601,33.273,5.804,3.736,0.976,0.154
2003,363644,11.252,48.773,34.041,5.988,3.736,0.929,0.231
2004,363644,10.966,49.382,34.453,5.713,3.736,0.882,0.308
2005,363277,13.984,64.158,47.272,7.453,5.064,2.401,1.964
2006,363277,16.041,55.797,49.864,7.54,5.064,2.57,1.882
2007,363277,14.95,56.046,49.339,6.035,5.064,2.74,1.799
2008,363277,13.243,55.619,51.042,5.962,5.064,2.909,1.717
2009,363277,13.538,47.111,57.182,6.888,5.064,3.078,1.635
2010,363277,13.734,52.193,55.625,7.953,5.104,3.248,1.552
2011,363277,13.265,54.655,54.257,5.782,5.104,2.92,1.294
2012,363277,11.509,61.113,50.49,5.722,5.104,2.592,1.035
2013,363277,13.883,56.512,52.169,5.725,5.104,2.264,0.776
2014,363277,12.451,61.875,45.504,5.621,5.104,1.936,0.517
2015,363277,12.654,60.462,54.103,6.112,5.104,1.608,0.259
2016,363277,11.681,59.081,52.867,5.972,4.98,1.281,0
2017,363277,11.021,48.757,67.719,5.979,4.98,1.281,0
2018,363277,14.07,48.757,67.719,5.979,4.98,1.281,0
1990,363278,4.56,21.123,16.065,2.186,1.584,0.493,1.312
1991,363278,4.56,21.261,15.268,2.17,1.584,0.641,1.211
1992,363278,4.56,19.899,16.166,2.192,1.584,0.789,1.109
1993,363278,4.56,18.079,14.924,2.155,1.584,0.938,1.007
1994,363278,4.56,17.827,15.178,2.171,1.584,1.086,0.905
1995,363278,4.56,18.238,16.36,2.126,1.584,1.234,0.803
1996,363278,4.56,19.808,17.14,2.152,1.584,1.258,0.84
1997,363278,4.56,21.137,15.61,2.333,1.584,1.282,0.876
1998,363278,4.56,21.437,15.193,2.39,1.584,1.306,0.912
1999,363278,4.56,21.198,14.275,2.315,1.584,1.33,0.948
2000,363278,4.56,23.011,13.83,2.371,1.584,1.354,0.984
2001,363278,4.31,22.678,13.075,2.483,1.584,1.19,1.103
2002,363278,4.622,21.03,14.107,2.461,1.584,1.025,1.222
2003,362270,4.375,20.261,14.141,2.487,1.552,0.393,0.093
2004,362270,4.58,20.514,14.312,2.373,1.552,0.402,0.091
2005,362270,4.222,19.663,14.488,2.284,1.552,0.411,0.09
2006,362270,4.971,17.1,15.282,2.311,1.552,0.437,0.077
2007,362270,4.627,17.177,15.121,1.85,1.552,0.464,0.065
2008,362270,4.186,17.046,15.643,1.827,1.552,0.49,0.053
2009,362270,4.225,14.439,17.525,2.111,1.552,0.517,0.041
2010,362270,4.09,15.871,16.914,2.418,1.552,0.543,0.028
2011,362270,3.849,16.619,16.498,1.758,1.552,0.495,0.024
2012,362270,3.76,18.583,15.353,1.74,1.552,0.447,0.019
2013,362270,4.571,17.184,15.863,1.741,1.552,0.399,0.014
2014,362270,3.817,18.815,13.837,1.709,1.552,0.351,0.009
2015,362270,4.067,18.385,16.451,1.858,1.552,0.303,0.005
2016,362270,3.648,18.412,16.476,1.861,1.552,0.255,0
2017,362270,3.557,15.195,21.104,1.863,1.552,0.255,0
2018,362270,4.393,15.195,21.104,1.863,1.552,0.255,0
1990,363855,0.72,2.934,2.231,0.304,0.22,0.069,0
1991,363855,0.72,2.953,2.12,0.301,0.22,0.07,0
1992,363855,0.72,2.764,2.245,0.304,0.22,0.071,0
1993,363855,0.72,2.511,2.073,0.299,0.22,0.072,0
1994,363855,0.72,2.476,2.108,0.302,0.22,0.073,0
1995,363855,0.72,2.533,2.272,0.295,0.22,0.074,0
1996,363855,0.72,2.751,2.381,0.299,0.22,0.079,0
1997,363855,0.72,2.936,2.168,0.324,0.22,0.084,0
1998,363855,0.72,2.977,2.11,0.332,0.22,0.089,0
1999,363855,0.72,2.944,1.983,0.322,0.22,0.094,0
2000,363855,0.72,3.196,1.921,0.329,0.22,0.1,0
2007,363437,6.503,15.362,13.523,1.654,1.388,1.131,6.624
2008,363437,5.693,15.245,13.99,1.634,1.388,1.134,6.434
2009,363437,5.847,12.913,15.673,1.888,1.388,1.138,6.245
2010,363437,5.887,14.153,15.083,2.157,1.384,1.141,6.055
2011,363437,5.77,14.82,14.712,1.568,1.384,0.955,5.046
2012,363437,4.933,16.571,13.691,1.552,1.384,0.769,4.037
2013,363437,5.928,15.324,14.146,1.552,1.384,0.582,3.027
2014,363437,5.347,16.778,12.339,1.524,1.384,0.396,2.018
2015,363437,5.477,16.395,14.67,1.657,1.384,0.21,1.009
2016,363437,4.971,16.419,14.692,1.66,1.384,0.024,0
2017,363437,4.716,13.55,18.82,1.662,1.384,0.024,0
2018,363437,5.959,13.55,18.82,1.662,1.384,0.024,0
1990,363449,14.341,36.272,27.586,3.754,2.72,1.446,10.051
1991,363449,14.341,36.509,26.217,3.726,2.72,1.546,9.501
1992,363449,14.341,34.17,27.76,3.764,2.72,1.646,8.95
1993,363449,14.341,31.045,25.627,3.701,2.72,1.747,8.4
1994,363449,14.341,30.613,26.063,3.729,2.72,1.847,7.85
1995,363449,14.341,31.318,28.093,3.651,2.72,1.947,7.3
1996,363449,14.341,33.864,29.302,3.679,2.708,1.965,7.209
1997,363449,14.341,36.136,26.687,3.989,2.708,1.983,7.117
1998,363449,14.341,36.648,25.974,4.086,2.708,2.001,7.026
1999,363449,14.341,36.24,24.404,3.959,2.708,2.019,6.934
2000,363449,14.341,39.339,23.644,4.053,2.708,2.037,6.842
2001,363449,13.393,38.77,22.353,4.244,2.708,2.013,6.824
2002,363449,14.071,35.952,24.118,4.207,2.708,1.989,6.805
2003,363449,12.775,35.353,24.674,4.34,2.708,1.965,6.787
2004,363449,12.674,33.785,23.571,3.908,2.556,1.941,6.768
2005,362855,2.109,6.994,5.153,0.812,0.552,0.479,0.418
2006,362855,2.453,6.082,5.435,0.822,0.552,0.489,0.417
2007,362855,2.256,6.109,5.378,0.658,0.552,0.499,0.417
2008,362855,2.027,6.063,5.564,0.65,0.552,0.51,0.416
2009,362855,2.075,5.135,6.233,0.751,0.552,0.52,0.416
2010,362855,2.058,5.645,6.016,0.86,0.552,0.53,0.415
2011,362855,2.012,5.911,5.868,0.625,0.552,0.464,0.346
2012,362855,1.788,6.609,5.461,0.619,0.552,0.399,0.277
2013,362855,2.13,6.112,5.642,0.619,0.552,0.333,0.208
2014,362855,1.899,6.692,4.921,0.608,0.552,0.268,0.138
2015,362855,1.98,6.539,5.851,0.661,0.552,0.203,0.069
2016,362855,1.768,6.549,5.86,0.662,0.552,0.137,0
2017,362855,1.711,5.404,7.506,0.663,0.552,0.137,0
2018,362855,2.112,5.404,7.506,0.663,0.552,0.137,0
1990,362856,17.556,52.808,40.161,5.465,3.96,1.758,9.277
1991,362856,17.556,53.153,38.169,5.425,3.96,1.611,9.388
1992,362856,17.556,49.748,40.416,5.481,3.96,1.464,9.5
1993,362856,17.556,45.198,37.31,5.388,3.96,1.317,9.612
1994,362856,17.556,44.568,37.945,5.428,3.96,1.169,9.723
1995,362856,17.556,45.595,40.9,5.316,3.96,1.022,9.835
1996,362856,17.556,48.17,41.681,5.233,3.852,1.092,9.743
1997,362856,17.556,51.401,37.961,5.673,3.852,1.162,9.651
1998,362856,17.556,52.131,36.947,5.812,3.852,1.231,9.559
1999,362856,17.556,51.55,34.714,5.631,3.852,1.301,9.468
2000,362856,17.556,55.958,33.633,5.765,3.852,1.371,9.376
2001,362856,16.716,55.149,31.796,6.038,3.852,1.333,9.264
2002,362856,16.613,51.141,34.306,5.984,3.852,1.294,9.152
2003,363278,4.346,20.679,14.433,2.539,1.584,0.861,1.342
2004,363278,4.317,20.937,14.608,2.422,1.584,0.696,1.461
2005,363278,4.075,20.068,14.786,2.331,1.584,0.532,1.58
2006,363278,4.673,17.453,15.597,2.358,1.584,0.566,1.552
2007,363278,4.335,17.531,15.433,1.888,1.584,0.6,1.524
2008,363278,3.795,17.397,15.966,1.865,1.584,0.634,1.497
2009,363278,3.898,14.736,17.886,2.154,1.584,0.668,1.469
2010,363278,3.925,16.198,17.263,2.468,1.584,0.702,1.441
2011,363278,3.846,16.962,16.838,1.794,1.584,0.628,1.201
2012,363278,3.289,18.966,15.669,1.776,1.584,0.554,0.961
2013,363278,3.952,17.538,16.19,1.777,1.584,0.479,0.72
2014,363278,3.565,19.203,14.122,1.745,1.584,0.405,0.48
2015,363278,3.651,18.764,16.79,1.897,1.584,0.331,0.24
2016,363278,3.314,18.792,16.815,1.899,1.584,0.257,0
2017,363278,3.144,15.508,21.539,1.902,1.584,0.257,0
2018,363278,3.973,15.508,21.539,1.902,1.584,0.257,0
1990,363279,29.49,126.313,96.063,13.072,9.472,3.956,9.729
1991,363279,29.49,127.139,91.297,12.977,9.472,4.469,9.367
1992,363279,29.49,118.993,96.671,13.109,9.472,4.982,9.005
1993,363279,29.49,108.111,89.243,12.887,9.472,5.494,8.643
1994,363279,29.49,106.604,90.762,12.984,9.472,6.007,8.281
1995,363279,29.49,109.06,97.829,12.716,9.472,6.52,7.919
1996,363279,29.49,116.599,100.891,12.666,9.324,6.491,8.31
1997,363279,29.49,124.419,91.888,13.733,9.324,6.462,8.702
1998,363279,29.49,126.185,89.433,14.068,9.324,6.434,9.094
1999,363279,29.49,124.78,84.027,13.63,9.324,6.405,9.486
2000,363279,29.49,135.449,81.411,13.955,9.324,6.376,9.878
1999,363160,61.897,234.625,157.996,25.628,17.532,3.286,1.047
2000,363160,61.897,254.687,153.078,26.24,17.532,3.35,1.201
2001,363160,58.597,251.005,144.717,27.479,17.532,3.342,1.288
2002,363160,61.07,232.761,156.141,27.234,17.532,3.334,1.375
2003,363160,56.089,228.879,159.745,28.098,17.532,3.326,1.462
2004,363160,57.246,231.579,161.568,26.789,17.52,3.318,1.55
2005,363160,53.141,221.969,163.546,25.784,17.52,3.31,1.637
2006,363160,61.302,193.041,172.515,26.085,17.52,3.685,1.325
2007,363160,57.984,193.902,170.699,20.879,17.52,4.06,1.013
2008,363160,52.562,192.426,176.59,20.626,17.52,4.436,0.702
2009,363160,53.071,162.992,197.834,23.83,17.52,4.811,0.39
2010,363160,52.211,179.159,190.939,27.3,17.52,5.187,0.078
2011,363160,49.273,187.608,186.241,19.846,17.52,5.024,0.065
2012,363160,46.122,209.775,173.313,19.642,17.52,4.862,0.052
2013,363160,56.749,193.982,179.075,19.652,17.52,4.699,0.039
2014,363160,47.555,212.394,156.196,19.296,17.52,4.536,0.026
2015,363160,51.323,207.544,185.713,20.978,17.52,4.374,0.013
2016,363160,45.189,207.852,185.989,21.01,17.52,4.211,0
2017,363160,44.09,171.531,238.24,21.034,17.52,4.211,0
2018,363160,53.461,171.531,238.24,21.034,17.52,4.211,0
1990,364026,0.968,3.094,2.353,0.32,0.232,0.022,0
1991,364026,0.968,3.114,2.236,0.318,0.232,0.026,0
1992,364026,0.968,2.915,2.368,0.321,0.232,0.029,0
1993,364026,0.968,2.648,2.186,0.316,0.232,0.033,0
1994,364026,0.968,2.611,2.223,0.318,0.232,0.036,0
1995,364026,0.968,2.671,2.396,0.311,0.232,0.04,0
1996,364026,0.968,2.901,2.51,0.315,0.232,0.043,0.001
1997,362500,37.77,131.572,97.17,14.522,9.86,6.82,1.467
1998,362500,37.77,133.439,94.574,14.876,9.86,6.872,1.651
1999,362500,37.77,131.953,88.857,14.413,9.86,6.924,1.835
2000,362500,37.77,143.236,86.091,14.757,9.86,6.976,2.019
2001,362500,35.725,141.165,81.389,15.454,9.86,6.366,2.419
2002,362500,36.073,130.905,87.814,15.317,9.86,5.757,2.819
2003,362500,33.08,128.721,89.841,15.803,9.86,5.147,3.22
2004,362500,32.985,129.113,90.08,14.936,9.768,4.537,3.62
2005,362500,30.754,123.755,91.182,14.376,9.768,3.927,4.02
2006,362500,35.128,107.627,96.183,14.543,9.768,4.116,4.016
2007,362500,34.932,108.107,95.171,11.641,9.768,4.305,4.011
2008,362500,30.246,107.284,98.455,11.5,9.768,4.493,4.007
2009,362500,31.59,90.874,110.299,13.286,9.768,4.682,4.003
2010,362500,30.364,99.11,105.627,15.102,9.692,4.871,3.998
2011,362500,28.875,103.784,103.028,10.979,9.692,4.406,3.332
2012,362500,28.383,116.047,95.876,10.866,9.692,3.942,2.666
2013,362500,34,107.31,99.064,10.871,9.692,3.478,1.999
2014,362500,29.799,117.495,86.407,10.674,9.692,3.013,1.333
2015,362500,29.985,114.812,102.736,11.605,9.692,2.549,0.666
2016,362500,27.198,114.983,102.888,11.622,9.692,2.084,0
2017,362500,26.888,94.891,131.793,11.636,9.692,2.084,0
2018,362500,33.13,94.891,131.793,11.636,9.692,2.084,0
1990,362511,3.056,9.922,7.545,1.027,0.744,0.081,0
1991,362511,3.056,9.986,7.171,1.019,0.744,0.09,0
1992,362511,3.056,9.347,7.593,1.03,0.744,0.099,0
1993,362511,3.056,8.492,7.01,1.012,0.744,0.108,0
1994,362511,3.056,8.373,7.129,1.02,0.744,0.117,0
2001,363855,0.67,3.15,1.816,0.345,0.22,0.099,0
2002,363855,0.697,2.921,1.959,0.342,0.22,0.098,0
2003,363855,0.644,2.872,2.005,0.353,0.22,0.097,0
2004,363855,0.626,2.908,2.029,0.336,0.22,0.096,0
2005,363855,0.586,2.787,2.054,0.324,0.22,0.095,0
2006,363855,0.672,2.424,2.166,0.328,0.22,0.095,0
2007,363855,0.676,2.435,2.143,0.262,0.22,0.096,0
2008,363855,0.584,2.416,2.217,0.259,0.22,0.096,0
2009,363855,0.604,2.047,2.484,0.299,0.22,0.097,0
2010,363855,0.59,2.25,2.398,0.343,0.22,0.097,0
2011,363855,0.557,2.356,2.339,0.249,0.22,0.097,0
2012,363855,0.539,2.634,2.176,0.247,0.22,0.096,0
2013,363855,0.648,2.436,2.249,0.247,0.22,0.096,0
2014,363855,0.566,2.667,1.961,0.242,0.22,0.095,0
2015,363855,0.595,2.606,2.332,0.263,0.22,0.095,0
2016,363855,0.518,2.61,2.335,0.264,0.22,0.094,0
2017,363855,0.51,2.154,2.992,0.264,0.22,0.094,0
2018,363855,0.633,2.154,2.992,0.264,0.22,0.094,0
1990,363873,32.158,157.571,119.835,16.307,11.816,3.848,4.527
1991,363873,32.158,158.601,113.89,16.188,11.816,4.105,4.378
1992,363873,32.158,148.44,120.594,16.353,11.816,4.362,4.229
1993,363873,32.158,134.865,111.328,16.076,11.816,4.618,4.08
1994,363873,32.158,132.985,113.222,16.198,11.816,4.875,3.931
1995,363873,32.158,136.048,122.039,15.862,11.816,5.131,3.782
1996,363873,32.158,147.663,127.769,16.04,11.808,5.416,3.839
1997,363873,32.158,157.566,116.368,17.392,11.808,5.701,3.896
1998,363873,32.158,159.802,113.258,17.815,11.808,5.986,3.953
2005,363644,10.265,47.333,34.875,5.498,3.736,0.835,0.385
2006,363644,11.769,41.165,36.787,5.562,3.736,0.926,0.308
2007,363644,11.825,41.348,36.4,4.452,3.736,1.016,0.231
2008,363644,10.212,41.033,37.656,4.398,3.736,1.107,0.154
2009,363644,10.577,34.757,42.187,5.082,3.736,1.197,0.077
2010,363644,10.309,38.204,40.716,5.821,3.736,1.288,0
2011,363644,9.739,40.006,39.714,4.232,3.736,1.279,0
2012,363644,9.453,44.733,36.958,4.189,3.736,1.271,0
2013,363644,11.357,41.365,38.186,4.191,3.736,1.263,0
2014,363644,9.923,45.291,33.308,4.115,3.736,1.254,0
2015,363644,10.386,44.257,39.602,4.473,3.736,1.246,0
2016,363644,9.084,44.323,39.661,4.48,3.736,1.237,0
2017,363644,8.944,36.578,50.803,4.485,3.736,1.237,0
2018,363644,11.087,36.578,50.803,4.485,3.736,1.237,0
1990,363687,14.667,68.757,52.291,7.116,5.156,1.178,0.652
1991,363687,14.667,69.207,49.697,7.064,5.156,1.345,0.522
1992,363687,14.667,64.773,52.622,7.136,5.156,1.511,0.391
1993,363687,14.667,58.849,48.579,7.015,5.156,1.678,0.261
1994,363687,14.667,58.029,49.405,7.068,5.156,1.845,0.13
1995,363687,14.667,59.366,53.252,6.922,5.156,2.011,0
1996,363687,14.667,64.477,55.791,7.004,5.156,1.917,0.173
1997,363687,14.667,68.802,50.812,7.594,5.156,1.822,0.347
1998,363687,14.667,69.778,49.455,7.779,5.156,1.727,0.52
1999,363687,14.667,69.001,46.465,7.537,5.156,1.632,0.693
2000,363687,14.667,74.901,45.019,7.717,5.156,1.537,0.867
2001,363687,13.763,73.818,42.56,8.081,5.156,1.563,0.862
2002,363687,14.784,68.453,45.92,8.009,5.156,1.59,0.857
2003,362856,15.776,50.288,35.098,6.174,3.852,1.256,9.041
2004,362856,15.545,50.44,35.191,5.835,3.816,1.218,8.929
2005,362856,14.847,48.347,35.622,5.616,3.816,1.179,8.817
2006,362856,16.274,42.046,37.575,5.681,3.816,1.244,7.996
2007,362856,16.595,42.233,37.18,4.548,3.816,1.308,7.175
2008,362856,14.598,41.912,38.463,4.493,3.816,1.373,6.353
2009,362856,14.681,35.501,43.09,5.19,3.816,1.437,5.532
2010,362856,14.101,37.386,39.844,5.697,3.656,1.501,4.711
2011,362856,13.655,39.149,38.864,4.141,3.656,1.403,5.47
2012,362856,13.535,43.775,36.166,4.099,3.656,1.306,6.228
2013,362856,16.087,40.479,37.369,4.101,3.656,1.208,6.987
2014,362856,14.18,44.321,32.594,4.027,3.656,1.11,7.745
2015,362856,13.952,43.309,38.754,4.378,3.656,1.012,8.504
2016,362856,12.819,43.374,38.811,4.384,3.656,0.914,9.262
2017,362856,12.74,35.794,49.715,4.389,3.656,0.914,9.262
2018,362856,15.507,35.794,49.715,4.389,3.656,0.914,9.262
1990,362872,23.595,65.183,49.573,6.746,4.888,4.221,45.729
1991,362872,23.595,65.61,47.114,6.697,4.888,3.997,45.728
1992,362872,23.595,61.406,49.887,6.765,4.888,3.773,45.727
1993,362872,23.595,55.79,46.054,6.65,4.888,3.549,45.726
1994,362872,23.595,55.013,46.837,6.701,4.888,3.325,45.725
1995,362872,23.595,56.28,50.484,6.562,4.888,3.101,45.724
1996,362872,23.595,56.274,48.693,6.113,4.5,2.909,46.092
1997,362872,23.595,60.048,44.347,6.628,4.5,2.717,46.459
1998,362872,23.595,60.9,43.162,6.789,4.5,2.526,46.827
1999,362872,23.595,60.222,40.553,6.578,4.5,2.334,47.195
2000,362872,23.595,65.371,39.291,6.735,4.5,2.142,47.562
2001,363279,27.93,133.492,76.965,14.614,9.324,6.124,9.89
2002,363279,29.693,123.789,83.04,14.484,9.324,5.873,9.902
2003,363279,27.739,121.724,84.957,14.944,9.324,5.621,9.914
2004,363279,27.871,114.309,79.751,13.223,8.648,5.369,9.926
2005,363279,26.201,109.566,80.727,12.727,8.648,5.117,9.938
2006,363279,29.993,95.287,85.155,12.876,8.648,4.953,10.382
2007,363279,28.109,95.711,84.258,10.306,8.648,4.789,10.825
2008,363279,25.112,94.983,87.166,10.181,8.648,4.625,11.268
2009,363279,25.76,80.454,97.653,11.763,8.648,4.461,11.711
2010,363279,25.592,84.958,90.543,12.946,8.308,4.297,12.155
2011,363279,25.27,88.964,88.316,9.411,8.308,3.767,10.129
2012,363279,21.952,99.476,82.185,9.314,8.308,3.237,8.103
2013,363279,26.412,91.986,84.918,9.319,8.308,2.707,6.077
2014,363279,23.317,100.717,74.068,9.15,8.308,2.177,4.052
2015,363279,24.509,98.417,88.065,9.948,8.308,1.648,2.026
2016,363279,21.792,96.95,86.752,9.8,8.172,1.118,0
2017,363279,21.119,80.009,111.124,9.811,8.172,1.118,0
2018,363279,26.392,80.009,111.124,9.811,8.172,1.118,0
1990,363310,16.516,58.409,44.421,6.045,4.38,1.399,2.371
1991,363310,16.516,58.791,42.217,6.001,4.38,1.393,2.159
1992,363310,16.516,55.024,44.702,6.062,4.38,1.387,1.947
