YearValue,HydroID,Atm,Min,Man,Fix,Soil,Sd,Ps
1993,363310,16.516,49.992,41.268,5.959,4.38,1.381,1.735
1994,363310,16.516,49.295,41.97,6.004,4.38,1.375,1.523
1995,363310,16.516,50.431,45.238,5.88,4.38,1.369,1.311
1996,363310,16.516,54.773,47.394,5.95,4.38,1.333,1.412
1997,363310,16.516,58.447,43.165,6.451,4.38,1.297,1.512
1998,363310,16.516,59.276,42.011,6.608,4.38,1.261,1.613
2005,363449,11.855,32.383,23.86,3.762,2.556,1.916,6.75
2006,363449,13.792,28.163,25.168,3.806,2.556,1.759,6.525
2007,363449,13.464,28.288,24.903,3.046,2.556,1.602,6.3
2008,363449,11.699,28.073,25.763,3.009,2.556,1.444,6.075
2009,363449,12.205,23.779,28.862,3.477,2.556,1.287,5.85
2010,363449,12.015,25.565,27.246,3.895,2.5,1.13,5.625
2011,363449,11.216,26.771,26.576,2.832,2.5,0.977,5.6
2012,363449,10.577,29.934,24.731,2.803,2.5,0.823,5.575
2013,363449,12.927,27.68,25.553,2.804,2.5,0.67,5.551
2014,363449,11.017,30.307,22.288,2.753,2.5,0.517,5.526
2015,363449,11.88,29.615,26.5,2.993,2.5,0.364,5.501
2016,363449,10.398,29.659,26.539,2.998,2.5,0.21,5.477
2017,363449,10.018,24.477,33.995,3.001,2.5,0.21,5.477
2018,363449,12.332,24.477,33.995,3.001,2.5,0.21,5.477
1990,363478,2.396,8.908,6.775,0.922,0.668,0.082,0
1991,363478,2.396,8.966,6.439,0.915,0.668,0.085,0
1992,363478,2.396,8.392,6.818,0.924,0.668,0.087,0
1993,363478,2.396,7.624,6.294,0.909,0.668,0.09,0
1994,363478,2.396,7.518,6.401,0.916,0.668,0.093,0
1995,363478,2.396,7.691,6.899,0.897,0.668,0.095,0
1996,363478,2.396,8.354,7.228,0.907,0.668,0.089,0.013
1997,363478,2.396,8.914,6.583,0.984,0.668,0.084,0.026
1998,363478,2.396,9.04,6.407,1.008,0.668,0.078,0.038
1999,363478,2.396,8.94,6.02,0.976,0.668,0.073,0.051
2000,363478,2.396,9.704,5.833,1,0.668,0.067,0.064
2001,363478,2.276,9.564,5.514,1.047,0.668,0.066,0.064
2002,363478,2.253,8.869,5.949,1.038,0.668,0.064,0.065
2003,363687,13.925,67.311,46.98,8.264,5.156,1.616,0.852
2004,363687,13.764,65.138,45.446,7.535,4.928,1.643,0.847
2005,363687,12.996,62.435,46.002,7.253,4.928,1.67,0.842
2006,363687,14.902,54.298,48.525,7.337,4.928,1.774,0.774
2007,363687,13.848,54.54,48.014,5.873,4.928,1.878,0.706
2008,363687,12.168,54.125,49.671,5.802,4.928,1.982,0.638
2009,363687,12.478,45.846,55.647,6.703,4.928,2.086,0.57
2010,363687,12.596,51.13,54.492,7.791,5,2.19,0.502
2011,363687,12.288,53.541,53.151,5.664,5,1.954,0.418
2012,363687,10.554,59.867,49.461,5.606,5,1.717,0.335
2013,363687,12.701,55.36,51.106,5.608,5,1.48,0.251
2014,363687,11.432,60.615,44.576,5.507,5,1.244,0.167
2015,363687,11.68,59.23,53,5.987,5,1.007,0.084
2016,363687,10.659,59.318,53.079,5.996,5,0.771,0
2017,363687,10.093,48.953,67.991,6.003,5,0.771,0
2018,363687,12.799,48.953,67.991,6.003,5,0.771,0
1990,363703,2.914,13.495,10.263,1.397,1.012,0.387,0.808
1991,363703,2.914,13.584,9.754,1.386,1.012,0.458,0.764
1992,363703,2.914,12.713,10.328,1.401,1.012,0.529,0.72
1993,363703,2.914,11.551,9.535,1.377,1.012,0.6,0.675
1994,363703,2.914,11.39,9.697,1.387,1.012,0.67,0.631
1995,363703,2.914,11.652,10.452,1.359,1.012,0.741,0.587
1996,363703,2.914,12.655,10.95,1.375,1.012,0.868,0.472
1997,363703,2.914,13.504,9.973,1.491,1.012,0.995,0.357
1998,363703,2.914,13.696,9.707,1.527,1.012,1.122,0.242
1999,363703,2.914,13.543,9.12,1.479,1.012,1.248,0.126
2000,363703,2.914,14.701,8.836,1.515,1.012,1.375,0.011
1997,364026,0.968,3.096,2.286,0.342,0.232,0.046,0.003
1998,364026,0.968,3.14,2.225,0.35,0.232,0.05,0.004
1999,364026,0.968,3.105,2.091,0.339,0.232,0.053,0.005
2000,364026,0.968,3.37,2.026,0.347,0.232,0.056,0.007
2001,364026,0.904,3.322,1.915,0.364,0.232,0.048,0.018
2002,364026,0.95,3.08,2.066,0.36,0.232,0.041,0.029
2003,364026,0.863,3.029,2.114,0.372,0.232,0.033,0.039
2004,364026,0.856,3.119,2.176,0.361,0.236,0.025,0.05
2005,364026,0.801,2.99,2.203,0.347,0.236,0.017,0.061
2006,364026,0.931,2.6,2.324,0.351,0.236,0.028,0.049
2007,364026,0.909,2.612,2.299,0.281,0.236,0.038,0.037
2008,364026,0.79,2.592,2.379,0.278,0.236,0.048,0.025
2009,364026,0.824,2.196,2.665,0.321,0.236,0.059,0.012
2010,364026,0.811,2.413,2.572,0.368,0.236,0.069,0
2011,364026,0.757,2.527,2.509,0.267,0.236,0.069,0
2012,364026,0.714,2.826,2.335,0.265,0.236,0.068,0
2013,364026,0.873,2.613,2.412,0.265,0.236,0.068,0
2014,364026,0.744,2.861,2.104,0.26,0.236,0.068,0
2015,364026,0.802,2.796,2.502,0.283,0.236,0.067,0
2016,364026,0.702,2.8,2.505,0.283,0.236,0.067,0
2017,364026,0.676,2.311,3.209,0.283,0.236,0.067,0
2018,364026,0.833,2.311,3.209,0.283,0.236,0.067,0
1990,364027,2.468,4.427,3.367,0.458,0.332,0.109,0.264
1991,364027,2.468,4.456,3.2,0.455,0.332,0.152,0.211
1992,364027,2.468,4.171,3.388,0.459,0.332,0.194,0.158
1993,364027,2.468,3.789,3.128,0.452,0.332,0.237,0.105
1994,364027,2.468,3.737,3.181,0.455,0.332,0.279,0.053
1995,362511,3.056,8.566,7.684,0.999,0.744,0.125,0
1996,362511,3.056,9.304,8.051,1.011,0.744,0.123,0.023
1997,362511,3.056,9.928,7.332,1.096,0.744,0.121,0.046
1998,362511,3.056,10.069,7.136,1.123,0.744,0.118,0.069
1999,362511,3.056,9.957,6.705,1.088,0.744,0.116,0.092
2000,362511,3.056,10.808,6.496,1.114,0.744,0.113,0.114
2001,362511,2.9,10.652,6.141,1.166,0.744,0.111,0.118
2002,362511,2.929,9.878,6.626,1.156,0.744,0.108,0.121
2003,362511,2.621,9.713,6.779,1.192,0.744,0.106,0.125
2004,362511,2.684,9.834,6.861,1.138,0.744,0.104,0.128
2005,362511,2.496,9.426,6.945,1.095,0.744,0.101,0.132
2006,362511,2.923,8.198,7.326,1.108,0.744,0.127,0.106
2007,362511,2.775,8.234,7.249,0.887,0.744,0.152,0.079
2008,362511,2.467,8.172,7.499,0.876,0.744,0.177,0.053
2009,362511,2.561,6.922,8.401,1.012,0.744,0.202,0.026
2010,362511,2.473,7.608,8.108,1.159,0.744,0.228,0
2011,362511,2.334,7.967,7.909,0.843,0.744,0.226,0
2012,362511,2.274,8.908,7.36,0.834,0.744,0.225,0
2013,362511,2.759,8.238,7.605,0.835,0.744,0.224,0
2014,362511,2.34,9.019,6.633,0.819,0.744,0.223,0
2015,362511,2.451,8.813,7.886,0.891,0.744,0.222,0
2016,362511,2.206,8.827,7.898,0.892,0.744,0.221,0
2017,362511,2.151,7.284,10.117,0.893,0.744,0.221,0
2018,362511,2.673,7.284,10.117,0.893,0.744,0.221,0
1990,362520,0.499,1.707,1.298,0.177,0.128,0.021,0.177
1991,362520,0.499,1.718,1.234,0.175,0.128,0.051,0.141
1992,362520,0.499,1.608,1.306,0.177,0.128,0.081,0.106
1999,363873,32.158,158.023,106.412,17.261,11.808,6.27,4.01
2000,363873,32.158,171.534,103.1,17.673,11.808,6.555,4.067
2001,363873,30.468,169.055,97.469,18.508,11.808,6.428,4.111
2002,363873,32.7,156.767,105.163,18.343,11.808,6.301,4.155
2003,363873,30.721,154.152,107.59,18.925,11.808,6.174,4.2
2004,363873,30.28,151.742,105.868,17.554,11.48,6.046,4.244
2005,363873,28.193,145.446,107.164,16.895,11.48,5.919,4.289
2006,363873,32.66,126.491,113.041,17.092,11.48,6.023,4.246
2007,363873,31.044,127.054,111.851,13.681,11.48,6.126,4.203
2008,363873,26.763,126.087,115.711,13.515,11.48,6.23,4.16
2009,363873,27.384,106.801,129.631,15.615,11.48,6.333,4.118
2010,363873,28.035,115.267,122.846,17.564,11.272,6.437,4.075
2011,363873,27.756,120.703,119.824,12.769,11.272,5.788,4.87
2012,363873,23.05,134.965,111.506,12.637,11.272,5.139,5.665
2013,363873,28.89,124.804,115.213,12.643,11.272,4.49,6.46
2014,363873,24.976,136.65,100.493,12.414,11.272,3.841,7.255
2015,363873,25.639,133.529,119.484,13.497,11.272,3.192,8.05
2016,363873,23.244,132.494,118.557,13.392,11.168,2.543,8.845
2017,363873,22.134,109.341,151.864,13.408,11.168,2.543,8.845
2018,363873,28.453,109.341,151.864,13.408,11.168,2.543,8.845
1990,363874,0.012,0.053,0.041,0.006,0.004,0.001,0
1991,363874,0.012,0.054,0.039,0.005,0.004,0.001,0
1992,363874,0.012,0.05,0.041,0.006,0.004,0.001,0
1993,363874,0.012,0.046,0.038,0.005,0.004,0.001,0
1994,363874,0.012,0.045,0.038,0.005,0.004,0.001,0
1995,363874,0.012,0.046,0.041,0.005,0.004,0.001,0
1996,363874,0.012,0.05,0.043,0.005,0.004,0.001,0
2011,362589,2.511,8.224,8.164,0.87,0.768,0.551,0.677
2012,362589,2.448,9.196,7.597,0.861,0.768,0.448,0.541
2013,362589,2.971,8.503,7.85,0.861,0.768,0.345,0.406
2014,362589,2.512,9.31,6.847,0.846,0.768,0.242,0.271
2015,362589,2.64,9.098,8.141,0.92,0.768,0.14,0.135
2016,362589,2.375,9.111,8.153,0.921,0.768,0.037,0
2017,362589,2.316,7.519,10.443,0.922,0.768,0.037,0
2018,362589,2.874,7.519,10.443,0.922,0.768,0.037,0
1990,362599,1.234,4.267,3.245,0.442,0.32,0.145,0.367
1991,362599,1.234,4.295,3.084,0.438,0.32,0.21,0.294
1992,362599,1.234,4.02,3.266,0.443,0.32,0.274,0.22
1993,362599,1.234,3.652,3.015,0.435,0.32,0.339,0.147
1994,362599,1.234,3.601,3.066,0.439,0.32,0.404,0.073
1995,362599,1.234,3.684,3.305,0.43,0.32,0.469,0
1996,362599,1.234,4.002,3.463,0.435,0.32,0.454,0.017
1997,362599,1.234,4.27,3.154,0.471,0.32,0.439,0.034
1998,362599,1.234,4.331,3.069,0.483,0.32,0.424,0.051
1999,362599,1.234,4.282,2.884,0.468,0.32,0.409,0.068
2000,362599,1.234,4.649,2.794,0.479,0.32,0.394,0.084
2001,362599,1.161,4.581,2.641,0.502,0.32,0.394,0.084
2002,362599,1.222,4.248,2.85,0.497,0.32,0.394,0.084
2003,362599,1.134,4.178,2.916,0.513,0.32,0.395,0.083
2004,362599,1.16,4.177,2.914,0.483,0.316,0.395,0.083
2005,362599,1.079,4.004,2.95,0.465,0.316,0.395,0.082
2006,362599,1.278,3.482,3.112,0.47,0.316,0.401,0.083
2007,362599,1.129,3.497,3.079,0.377,0.316,0.407,0.084
2008,362599,1.02,3.471,3.185,0.372,0.316,0.413,0.085
1995,364027,2.468,3.823,3.429,0.446,0.332,0.322,0
1996,364027,2.468,4.152,3.592,0.451,0.332,0.323,0.004
1997,364027,2.468,4.43,3.272,0.489,0.332,0.324,0.009
1998,364027,2.468,4.493,3.184,0.501,0.332,0.325,0.013
1999,364027,2.468,4.443,2.992,0.485,0.332,0.326,0.017
2000,364027,2.468,4.823,2.899,0.497,0.332,0.327,0.022
2001,364027,2.304,4.753,2.74,0.52,0.332,0.328,0.018
2002,364027,2.421,4.408,2.957,0.516,0.332,0.33,0.014
2003,364027,2.198,4.334,3.025,0.532,0.332,0.332,0.01
2004,364027,2.181,4.388,3.062,0.508,0.332,0.334,0.007
2005,364027,2.04,4.206,3.099,0.489,0.332,0.335,0.003
2006,364027,2.373,3.658,3.269,0.494,0.332,0.302,0.041
2007,364027,2.317,3.674,3.235,0.396,0.332,0.268,0.079
2008,364027,2.013,3.646,3.346,0.391,0.332,0.235,0.116
2009,364027,2.1,3.089,3.749,0.452,0.332,0.202,0.154
2010,364027,2.067,2.863,3.052,0.436,0.28,0.168,0.192
2011,364027,1.93,2.998,2.976,0.317,0.28,0.169,0.16
2012,364027,1.82,3.353,2.77,0.314,0.28,0.17,0.128
2013,364027,2.224,3.1,2.862,0.314,0.28,0.17,0.096
2014,364027,1.896,3.394,2.496,0.308,0.28,0.171,0.064
2015,364027,2.044,3.317,2.968,0.335,0.28,0.171,0.032
2016,364027,1.789,3.322,2.972,0.336,0.28,0.172,0
2017,364027,1.724,2.741,3.807,0.336,0.28,0.172,0
2018,364027,2.122,2.741,3.807,0.336,0.28,0.172,0
1990,364075,21.011,95.428,72.574,9.876,7.156,1.172,0.502
1991,364075,21.011,96.052,68.974,9.804,7.156,1.309,0.401
1992,364075,21.011,89.898,73.034,9.904,7.156,1.445,0.301
2009,362599,1.063,2.94,3.568,0.43,0.316,0.418,0.086
2010,362599,1.05,3.231,3.444,0.492,0.316,0.424,0.086
2011,362599,0.999,3.384,3.359,0.358,0.316,0.353,0.072
2012,362599,0.919,3.784,3.126,0.354,0.316,0.283,0.058
2013,362599,1.057,3.499,3.23,0.354,0.316,0.212,0.043
2014,362599,0.995,3.831,2.817,0.348,0.316,0.141,0.029
2015,362599,1.003,3.743,3.35,0.378,0.316,0.071,0.014
2016,362599,0.921,3.749,3.355,0.379,0.316,0,0
2017,362599,0.871,3.094,4.297,0.379,0.316,0,0
2018,362599,1.052,3.094,4.297,0.379,0.316,0,0
1990,362600,14.596,53.288,40.526,5.515,3.996,1.022,0.759
1991,362600,14.596,53.637,38.516,5.475,3.996,1.17,0.607
1992,362600,14.596,50.2,40.783,5.53,3.996,1.317,0.455
1993,362600,14.596,45.609,37.65,5.437,3.996,1.464,0.304
1994,362600,14.596,44.974,38.29,5.478,3.996,1.612,0.152
1995,362600,14.596,46.01,41.272,5.364,3.996,1.759,0
1996,362600,14.596,49.971,43.239,5.428,3.996,1.809,0.048
1997,362600,14.596,53.323,39.381,5.886,3.996,1.859,0.096
1998,362600,14.596,54.079,38.328,6.029,3.996,1.909,0.144
1999,362600,14.596,53.477,36.012,5.841,3.996,1.958,0.192
2000,362600,14.596,58.05,34.89,5.981,3.996,2.008,0.24
2001,362600,13.863,57.211,32.985,6.263,3.996,2.016,0.212
2002,362600,13.861,53.052,35.589,6.207,3.996,2.023,0.185
2003,362600,12.988,52.167,36.41,6.404,3.996,2.031,0.157
2004,362600,12.857,52.819,36.851,6.11,3.996,2.038,0.129
2005,362600,12.168,50.627,37.302,5.881,3.996,2.046,0.101
2006,362600,13.547,44.029,39.348,5.949,3.996,2.081,0.081
1993,364075,21.011,81.677,67.422,9.736,7.156,1.581,0.201
1994,364075,21.011,80.538,68.57,9.81,7.156,1.718,0.1
1995,364075,21.011,82.393,73.909,9.607,7.156,1.854,0
1996,364075,21.011,89.288,77.259,9.699,7.14,1.893,0.104
1997,364075,21.011,95.276,70.365,10.516,7.14,1.931,0.207
1998,364075,21.011,96.628,68.484,10.772,7.14,1.97,0.311
1999,364075,21.011,95.552,64.345,10.437,7.14,2.009,0.414
2000,364075,21.011,103.723,62.342,10.686,7.14,2.048,0.518
2001,364075,19.903,102.223,58.937,11.191,7.14,2.01,0.597
2002,364075,21.141,94.793,63.589,11.091,7.14,1.973,0.676
2003,364075,19.735,93.212,65.057,11.443,7.14,1.935,0.755
2004,364075,19.853,94.376,65.845,10.918,7.14,1.898,0.833
2005,364075,18.655,90.46,66.651,10.508,7.14,1.86,0.912
2006,364075,21.355,78.671,70.306,10.63,7.14,2.063,0.796
2007,364075,20.032,79.022,69.566,8.509,7.14,2.266,0.679
2008,364075,17.933,78.42,71.967,8.406,7.14,2.468,0.562
2009,364075,18.393,66.425,80.624,9.711,7.14,2.671,0.446
2010,364075,18.249,72.318,77.073,11.02,7.072,2.874,0.329
2011,364075,18.037,75.728,75.177,8.011,7.072,2.67,0.593
2012,364075,15.69,84.676,69.958,7.929,7.072,2.466,0.858
2013,364075,18.878,78.301,72.284,7.932,7.072,2.262,1.122
2014,364075,16.633,85.733,63.049,7.789,7.072,2.058,1.386
2015,364075,17.527,83.776,74.964,8.468,7.072,1.854,1.65
2016,364075,15.552,83.9,75.075,8.481,7.072,1.651,1.914
2017,364075,15.105,69.239,96.166,8.491,7.072,1.651,1.914
2018,364075,18.858,69.239,96.166,8.491,7.072,1.651,1.914
1990,364076,54.27,223.981,170.341,23.18,16.796,5.445,3.32
1997,363874,0.012,0.053,0.039,0.006,0.004,0.001,0
1998,363874,0.012,0.054,0.038,0.006,0.004,0.002,0
1999,363874,0.012,0.054,0.036,0.006,0.004,0.002,0
2000,363874,0.012,0.058,0.035,0.006,0.004,0.002,0
2001,363874,0.011,0.057,0.033,0.006,0.004,0.002,0
2002,363874,0.012,0.053,0.036,0.006,0.004,0.002,0
2003,363874,0.011,0.052,0.036,0.006,0.004,0.002,0
2004,363874,0.011,0.053,0.037,0.006,0.004,0.002,0
2005,363874,0.01,0.051,0.037,0.006,0.004,0.002,0
2006,363874,0.012,0.044,0.039,0.006,0.004,0.002,0
2007,363874,0.011,0.044,0.039,0.005,0.004,0.002,0
2008,363874,0.01,0.044,0.04,0.005,0.004,0.002,0
2009,363874,0.01,0.037,0.045,0.005,0.004,0.002,0
2010,363874,0.01,0.041,0.044,0.006,0.004,0.002,0
2011,363874,0.01,0.043,0.043,0.005,0.004,0.002,0
2012,363874,0.008,0.048,0.04,0.004,0.004,0.002,0
2013,363874,0.01,0.044,0.041,0.004,0.004,0.002,0
2014,363874,0.009,0.048,0.036,0.004,0.004,0.002,0
2015,363874,0.009,0.047,0.042,0.005,0.004,0.002,0
2016,363874,0.008,0.047,0.042,0.005,0.004,0.002,0
2017,363874,0.008,0.039,0.054,0.005,0.004,0.002,0
2018,363874,0.01,0.039,0.054,0.005,0.004,0.002,0
1990,363875,30.98,137.301,104.42,14.209,10.296,3.751,0.173
1991,363875,30.98,138.199,99.239,14.105,10.296,3.693,0.357
1992,363875,30.98,129.345,105.08,14.249,10.296,3.636,0.541
1993,363875,30.98,117.516,97.007,14.008,10.296,3.578,0.725
1994,363875,30.98,115.878,98.658,14.114,10.296,3.521,0.909
1999,363310,16.516,58.616,39.472,6.403,4.38,1.225,1.713
2000,363310,16.516,63.628,38.243,6.556,4.38,1.189,1.814
2001,363310,15.688,62.708,36.155,6.865,4.38,1.206,1.756
2002,363310,15.529,58.151,39.008,6.804,4.38,1.222,1.698
2003,363310,14.762,57.181,39.909,7.02,4.38,1.239,1.64
2004,363310,14.487,57.313,39.986,6.63,4.336,1.256,1.583
2005,363310,13.91,54.935,40.476,6.381,4.336,1.273,1.525
2006,363310,15.289,47.776,42.695,6.456,4.336,1.347,1.447
2007,363310,15.558,47.988,42.246,5.167,4.336,1.421,1.369
2008,363310,14.181,47.623,43.704,5.105,4.336,1.495,1.292
2009,363310,13.704,40.339,48.962,5.898,4.336,1.57,1.214
2010,363310,13.158,44.34,47.255,6.756,4.336,1.644,1.137
2011,363310,12.991,46.431,46.093,4.912,4.336,1.562,0.947
2012,363310,13.006,51.917,42.893,4.861,4.336,1.481,0.758
2013,363310,15.17,48.008,44.319,4.864,4.336,1.399,0.568
2014,363310,13.493,52.565,38.657,4.775,4.336,1.318,0.379
2015,363310,13.019,51.365,45.962,5.192,4.336,1.236,0.189
2016,363310,12.122,51.441,46.03,5.2,4.336,1.154,0
2017,363310,12.132,42.452,58.962,5.206,4.336,1.154,0
2018,363310,14.968,42.452,58.962,5.206,4.336,1.154,0
1990,363364,13.79,53.715,40.851,5.559,4.028,1.929,1.714
1991,363364,13.79,54.066,38.824,5.518,4.028,2.006,1.568
1992,363364,13.79,50.602,41.11,5.575,4.028,2.082,1.421
1993,363364,13.79,45.974,37.951,5.48,4.028,2.159,1.274
1994,363364,13.79,45.334,38.597,5.522,4.028,2.235,1.128
1995,363364,13.79,46.378,41.602,5.407,4.028,2.312,0.981
1996,363364,13.79,49.671,42.979,5.396,3.972,2.374,1.037
2001,363703,2.754,14.489,8.354,1.586,1.012,1.418,0.014
2002,363703,2.953,13.436,9.013,1.572,1.012,1.461,0.016
2003,363703,2.777,13.212,9.221,1.622,1.012,1.504,0.019
2004,363703,2.758,10.522,7.341,1.217,0.796,1.546,0.022
2005,363703,2.604,10.085,7.431,1.171,0.796,1.589,0.024
2006,363703,2.985,8.771,7.838,1.185,0.796,1.31,0.368
2007,363703,2.77,8.81,7.756,0.949,0.796,1.03,0.712
2008,363703,2.425,8.743,8.023,0.937,0.796,0.75,1.056
2009,363703,2.49,7.405,8.988,1.083,0.796,0.47,1.4
2010,363703,2.508,7.731,8.239,1.178,0.756,0.191,1.744
2011,363703,2.457,8.095,8.036,0.856,0.756,0.164,1.453
2012,363703,2.101,9.052,7.479,0.848,0.756,0.137,1.162
2013,363703,2.525,8.37,7.727,0.848,0.756,0.111,0.872
2014,363703,2.277,9.165,6.74,0.833,0.756,0.084,0.581
2015,363703,2.333,8.956,8.014,0.905,0.756,0.057,0.291
2016,363703,2.117,8.969,8.026,0.907,0.756,0.03,0
2017,363703,2.008,7.402,10.28,0.908,0.756,0.03,0
2018,363703,2.538,7.402,10.28,0.908,0.756,0.03,0
1990,364251,25.67,97.242,73.954,10.064,7.292,1.39,1.355
1991,364251,25.67,97.878,70.285,9.99,7.292,1.595,1.185
1992,364251,25.67,91.606,74.422,10.092,7.292,1.8,1.016
1993,364251,25.67,83.229,68.704,9.921,7.292,2.006,0.846
1994,364251,25.67,82.069,69.873,9.996,7.292,2.211,0.677
1995,364251,25.67,83.959,75.314,9.789,7.292,2.417,0.508
1996,364251,25.67,90.939,78.687,9.879,7.272,2.475,0.583
1997,364251,25.67,97.038,71.665,10.711,7.272,2.534,0.658
1998,364251,25.67,98.415,69.751,10.972,7.272,2.593,0.734
1993,362520,0.499,1.461,1.206,0.174,0.128,0.111,0.071
1994,362520,0.499,1.441,1.227,0.175,0.128,0.141,0.035
1995,362520,0.499,1.474,1.322,0.172,0.128,0.171,0
1996,362520,0.499,1.601,1.385,0.174,0.128,0.174,0
1997,362520,0.499,1.708,1.261,0.189,0.128,0.177,0
1998,362520,0.499,1.732,1.228,0.193,0.128,0.18,0
1999,362520,0.499,1.713,1.154,0.187,0.128,0.182,0
2000,362520,0.499,1.859,1.118,0.192,0.128,0.185,0
2001,362520,0.473,1.833,1.057,0.201,0.128,0.185,0
2002,362520,0.496,1.699,1.14,0.199,0.128,0.185,0
2003,362520,0.458,1.671,1.166,0.205,0.128,0.185,0
2004,362520,0.472,1.692,1.18,0.196,0.128,0.185,0
2005,362520,0.437,1.622,1.195,0.188,0.128,0.185,0
2006,362520,0.52,1.41,1.26,0.191,0.128,0.187,0
2007,362520,0.46,1.417,1.247,0.153,0.128,0.19,0
2008,362520,0.417,1.406,1.29,0.151,0.128,0.192,0
2009,362520,0.431,1.191,1.445,0.174,0.128,0.195,0
2010,362520,0.426,1.309,1.395,0.199,0.128,0.197,0
2011,362520,0.406,1.371,1.361,0.145,0.128,0.164,0
2012,362520,0.376,1.533,1.266,0.144,0.128,0.131,0
2013,362520,0.434,1.417,1.308,0.144,0.128,0.099,0
2014,362520,0.403,1.552,1.141,0.141,0.128,0.066,0
2015,362520,0.41,1.516,1.357,0.153,0.128,0.033,0
2016,362520,0.373,1.519,1.359,0.153,0.128,0,0
2017,362520,0.356,1.253,1.741,0.154,0.128,0,0
2018,362520,0.429,1.253,1.741,0.154,0.128,0,0
1990,362521,18.057,61.983,47.139,6.415,4.648,1.512,2.352
2003,363478,2.142,8.721,6.087,1.071,0.668,0.063,0.065
2004,363478,2.102,8.83,6.16,1.021,0.668,0.061,0.065
2005,363478,2.018,8.463,6.236,0.983,0.668,0.06,0.065
2006,363478,2.218,7.36,6.578,0.995,0.668,0.073,0.052
2007,363478,2.257,7.393,6.508,0.796,0.668,0.087,0.039
2008,363478,2.058,7.337,6.733,0.786,0.668,0.101,0.026
2009,363478,1.988,6.215,7.543,0.909,0.668,0.115,0.013
2010,363478,1.909,6.831,7.28,1.041,0.668,0.129,0
2011,363478,1.885,7.153,7.101,0.757,0.668,0.128,0
2012,363478,1.887,7.998,6.608,0.749,0.668,0.127,0
2013,363478,2.201,7.396,6.828,0.749,0.668,0.126,0
2014,363478,1.958,8.098,5.955,0.736,0.668,0.125,0
2015,363478,1.889,7.913,7.081,0.8,0.668,0.124,0
2016,363478,1.759,7.925,7.091,0.801,0.668,0.123,0
2017,363478,1.76,6.54,9.084,0.802,0.668,0.123,0
2018,363478,2.172,6.54,9.084,0.802,0.668,0.123,0
1990,363512,4.987,16.002,12.17,1.656,1.2,1.43,6.314
1991,363512,4.987,16.107,11.566,1.644,1.2,1.18,6.402
1992,363512,4.987,15.075,12.247,1.661,1.2,0.931,6.49
1993,363512,4.987,13.696,11.306,1.633,1.2,0.681,6.578
1994,363512,4.987,13.506,11.499,1.645,1.2,0.431,6.666
1995,363512,4.987,13.817,12.394,1.611,1.2,0.181,6.755
1996,363512,4.987,15.056,13.028,1.636,1.204,0.301,6.733
1997,363512,4.987,16.066,11.865,1.773,1.204,0.42,6.712
1998,363512,4.987,16.294,11.548,1.817,1.204,0.54,6.691
1999,363512,4.987,16.113,10.85,1.76,1.204,0.659,6.67
2000,363512,4.987,17.49,10.513,1.802,1.204,0.779,6.649
1991,364076,54.27,225.446,161.89,23.01,16.796,5.539,3.007
1992,364076,54.27,211.001,171.419,23.245,16.796,5.634,2.694
1993,364076,54.27,191.705,158.249,22.851,16.796,5.728,2.38
1994,364076,54.27,189.033,160.941,23.024,16.796,5.822,2.067
1995,364076,54.27,193.387,173.473,22.548,16.796,5.916,1.754
1996,364076,54.27,207.788,179.795,22.572,16.616,6.1,1.894
1997,364076,54.27,221.724,163.751,24.473,16.616,6.284,2.033
1998,364076,54.27,224.87,159.375,25.069,16.616,6.468,2.173
1999,364076,54.27,222.367,149.742,24.289,16.616,6.651,2.313
2000,364076,54.27,241.38,145.08,24.869,16.616,6.835,2.452
2001,364076,50.106,237.891,137.156,26.044,16.616,6.838,2.596
2002,364076,53.661,220.6,147.983,25.811,16.616,6.841,2.741
2003,364076,48.663,216.92,151.399,26.63,16.616,6.845,2.885
2004,364076,49.502,220.687,153.97,25.529,16.696,6.848,3.029
2005,364076,45.446,211.53,155.854,24.572,16.696,6.851,3.173
2006,364076,52.497,183.962,164.401,24.858,16.696,6.767,3.458
2007,364076,50.788,184.782,162.671,19.897,16.696,6.682,3.743
2008,364076,45.687,183.376,168.285,19.656,16.696,6.598,4.028
2009,364076,45.971,155.326,188.53,22.709,16.696,6.514,4.313
2010,364076,45.403,167.952,178.994,25.592,16.424,6.43,4.598
2011,364076,42.756,175.872,174.59,18.605,16.424,5.887,4.297
2012,364076,39.34,196.652,162.471,18.414,16.424,5.345,3.997
2013,364076,49.356,181.847,167.873,18.422,16.424,4.803,3.696
2014,364076,40.911,199.107,146.425,18.089,16.424,4.261,3.396
2015,364076,44.196,194.56,174.095,19.666,16.424,3.718,3.095
2016,364076,38.462,194.422,173.972,19.652,16.388,3.176,2.795
2017,364076,37.523,160.448,222.847,19.675,16.388,3.176,2.795
